date,ticker,close,volume,synthetic
2024-11-20,NVDA,100.4187,19648215,True
2024-11-21,NVDA,98.858,17620775,True
2024-11-22,NVDA,96.3356,23207235,True
2024-11-25,NVDA,95.9701,26910287,True
2024-11-26,NVDA,95.1301,18941466,True
2024-11-27,NVDA,95.82,24106289,True
2024-11-28,NVDA,96.2215,21681155,True
2024-11-29,NVDA,95.7326,44966816,True
2024-12-02,NVDA,95.4378,18590979,True
2024-12-03,NVDA,93.7939,31370227,True
2024-12-04,NVDA,93.1279,21905326,True
2024-12-05,NVDA,92.2252,21501568,True
2024-12-06,NVDA,93.0698,26581956,True
2024-12-09,NVDA,92.1065,27752169,True
2024-12-10,NVDA,92.3198,30464750,True
2024-12-11,NVDA,91.3635,24094396,True
2024-12-12,NVDA,90.9622,19100553,True
2024-12-13,NVDA,90.8209,19402556,True
2024-12-16,NVDA,87.3993,25209721,True
2024-12-17,NVDA,88.6126,25662771,True
2024-12-18,NVDA,87.0119,31479266,True
2024-12-19,NVDA,85.4836,24641302,True
2024-12-20,NVDA,85.0383,28929402,True
2024-12-23,NVDA,85.2007,32427575,True
2024-12-24,NVDA,87.9511,23127364,True
2024-12-25,NVDA,86.6455,15308783,True
2024-12-26,NVDA,83.0528,16527028,True
2024-12-27,NVDA,82.1681,15492649,True
2024-12-30,NVDA,81.5472,33039835,True
2024-12-31,NVDA,82.326,17956716,True
2025-01-01,NVDA,82.0426,30198032,True
2025-01-02,NVDA,82.4828,25693790,True
2025-01-03,NVDA,82.3436,34077374,True
2025-01-06,NVDA,79.76,28519550,True
2025-01-07,NVDA,81.4608,21633084,True
2025-01-08,NVDA,82.7242,21111306,True
2025-01-09,NVDA,84.3204,22671492,True
2025-01-10,NVDA,84.644,23187923,True
2025-01-13,NVDA,84.2687,19436067,True
2025-01-14,NVDA,84.3462,22013575,True
2025-01-15,NVDA,84.2406,33186607,True
2025-01-16,NVDA,83.3022,14501930,True
2025-01-17,NVDA,81.0829,23675444,True
2025-01-20,NVDA,81.8323,17691391,True
2025-01-21,NVDA,83.7274,23256290,True
2025-01-22,NVDA,81.3109,27379110,True
2025-01-23,NVDA,80.9681,21876518,True
2025-01-24,NVDA,80.6092,26925212,True
2025-01-27,NVDA,79.0277,14914837,True
2025-01-28,NVDA,80.1896,29270016,True
2025-01-29,NVDA,80.2294,19087507,True
2025-01-30,NVDA,79.3829,25930461,True
2025-01-31,NVDA,79.1597,23229625,True
2025-02-03,NVDA,78.8875,11628114,True
2025-02-04,NVDA,79.7278,18371496,True
2025-02-05,NVDA,78.6455,23451711,True
2025-02-06,NVDA,77.7997,32730599,True
2025-02-07,NVDA,76.0374,23846404,True
2025-02-10,NVDA,79.864,23670755,True
2025-02-11,NVDA,81.0946,15590244,True
2025-02-12,NVDA,83.3888,31740804,True
2025-02-13,NVDA,82.7973,34868562,True
2025-02-14,NVDA,83.8015,22352991,True
2025-02-17,NVDA,82.918,21007449,True
2025-02-18,NVDA,84.2315,14806317,True
2025-02-19,NVDA,84.6195,27678242,True
2025-02-20,NVDA,82.9252,43614349,True
2025-02-21,NVDA,84.1313,26551723,True
2025-02-24,NVDA,81.7515,30439535,True
2025-02-25,NVDA,83.0162,25414965,True
2025-02-26,NVDA,84.5906,17349477,True
2025-02-27,NVDA,81.3506,30999917,True
2025-02-28,NVDA,80.0518,16300123,True
2025-03-03,NVDA,80.3755,21055254,True
2025-03-04,NVDA,82.8227,23796281,True
2025-03-05,NVDA,81.501,27675396,True
2025-03-06,NVDA,81.2566,24626246,True
2025-03-07,NVDA,78.2098,24447427,True
2025-03-10,NVDA,79.706,18346601,True
2025-03-11,NVDA,80.8333,16078348,True
2025-03-12,NVDA,80.3991,22537634,True
2025-03-13,NVDA,78.9775,18583381,True
2025-03-14,NVDA,79.433,16004500,True
2025-03-17,NVDA,80.162,16172783,True
2025-03-18,NVDA,80.1247,19634422,True
2025-03-19,NVDA,78.6968,13966640,True
2025-03-20,NVDA,79.0521,15846508,True
2025-03-21,NVDA,75.9882,14746889,True
2025-03-24,NVDA,77.736,23228529,True
2025-03-25,NVDA,77.7924,24577034,True
2025-03-26,NVDA,76.8278,36656898,True
2025-03-27,NVDA,78.4677,15263035,True
2025-03-28,NVDA,77.2238,18726078,True
2025-03-31,NVDA,77.0334,27881663,True
2025-04-01,NVDA,76.7548,21023123,True
2025-04-02,NVDA,79.1916,20451718,True
2025-04-03,NVDA,80.7367,34025451,True
2025-04-04,NVDA,80.6165,20393471,True
2025-04-07,NVDA,78.8845,16622674,True
2025-04-08,NVDA,77.7287,15967914,True
2025-04-09,NVDA,76.4835,24136855,True
2025-04-10,NVDA,75.4783,23953795,True
2025-04-11,NVDA,75.603,15750794,True
2025-04-14,NVDA,76.277,17347828,True
2025-04-15,NVDA,75.7096,25368152,True
2025-04-16,NVDA,75.2163,25639473,True
2025-04-17,NVDA,75.6743,18897145,True
2025-04-18,NVDA,75.5332,25929217,True
2025-04-21,NVDA,74.5141,25604805,True
2025-04-22,NVDA,74.5644,14211421,True
2025-04-23,NVDA,75.1984,20528218,True
2025-04-24,NVDA,75.9926,24620951,True
2025-04-25,NVDA,76.3705,19231459,True
2025-04-28,NVDA,76.8562,13001742,True
2025-04-29,NVDA,77.7607,20677842,True
2025-04-30,NVDA,76.2711,26784936,True
2025-05-01,NVDA,76.1435,32947578,True
2025-05-02,NVDA,74.7232,12834292,True
2025-05-05,NVDA,76.9167,42655094,True
